type,id,parent_id,text
comment,UgypE0YJfay-wAijWNV4AaABAg,,sibuk saja urus ijsa di luar Negri suda buat roket ke angkasa  indo masi obrak2  yg tidak jelas
comment,Ugxq0HvNIMx3mL_sVPl4AaABAg,,"mau  asli atw palsu,  gak ngaruh buat hidup gw dan klrg,     10 thn stidak ny gw mrasakan sisi positif dri kpmimpinan pak jkwi. Roy suryo cs gw apresiasi sttmn dan narasi2 nya.. tetapi DAMAI UNTUK INDONESIA itu lebih INDAH broo. Masih bnyak hal2 yg lebih pnting buat NEGERI ini."
comment,UgzPMSv-ztCJ8JF9Drl4AaABAg,,KALAU SEKELAS BARESKRIM KOK BOLEH JADI TERNAKNYA MULYONO MAKA HANCURLAH INDONESIA
comment,UgzdQrYetuMagnxnSYx4AaABAg,,"Kuliah bawa map bukan tas. Kini juga bawa map bukan tas  untuk beberapa dokumen tugas, pribadi ataunperjara. <br>Jadi pen hanya untuk tulis apa ?<br>AKSESORIS.."
comment,UgzAecBE0HosddLwSIN4AaABAg,,Parcok2
comment,Ugy00olUHvWAOM5HtaN4AaABAg,,Udh ke tebak kasus ini masih cukup kuat mul
comment,UgzL4PcJcOQKCCRJPcR4AaABAg,,"Oembawa acaranya, kok kedengarannya panik sekali"
comment,UgxERl0oMYn2VHwrfP94AaABAg,,badut2 politik....
comment,Ugz9pxaMm40RZCu2kQd4AaABAg,,ternak Mulyono kenapa bodoh bodoh banget ya ga bisa mencerna mana yang janggal dari kasus ini dan mana yang masuk akal dari bukti bukti yang di ajukan Roy Suryo
comment,UgykEKceWvXaYEX7hUh4AaABAg,,"Otentik adalah kata serapan yg dalam bahasa Inggris adalah authentic (dari bahasa Yunani kuno &quot;authentikos&quot;). Authentic merujuk pada asli, keaslian, asal, dan bisa dipercaya.<br>Sementara bentuk verb-nya adalah &quot;authenticate&quot; yg artinya adalah pembuktian/membuktikan sesuatu itu asli.<br>Nah, otentikasi, atau pihak yg meng-authenticate adalah lembaga yg berhak mengatakan suatu produk itu asli. Di sini yang punya wewenang melakukan otentikasi adalah UGM selaku penerbit. Tidak perlu perdebatan. <br><br>(&quot;otentifikasi&quot; adalah kata yg salah)."
comment,Ugwd_Yxn_4NQs_NxD3R4AaABAg,,Ini si jlas si Roy merendahkan dan menghina institusi..
comment,UgyaS8H3n5cgBv-86u94AaABAg,,Kek gak tau aja 😂...  Berakhir main mata 😂😂..... Dengan SOUNTRACK LAGU SUKATANI.....😂
comment,UgzacANwf6UjbX4Qk1p4AaABAg,,Semangat bang roy
comment,UgzGOv2XE7l5jMip1zF4AaABAg,,Saya jga sedih sebagai rakyat pa lihat kasus bapak ini
comment,UgwCNdfa9YxezCfqRUJ4AaABAg,,Panci Panci Memilukan 😂😂
comment,UgzXdURJOZd8-aiQHvB4AaABAg,,"Cengengesan,,memotong pembicaraan orang lain,,cengengesan lagi,,menggiring opini,,cengengesan lagi,,nyanyi lagu Indonesia Raya nggak hafal,,cengengesan lagi,,"
comment,UgxWRQzbpa0IUsUnIBR4AaABAg,,"Ayo semangat mas Roy jgn takut, pokoknya saya dukung sampai dalam penjara🎉🎉🎉"
comment,UgzhpuXWOqItp5e4SXF4AaABAg,,Jadi inget kasus Vina Cirebon gimana cara kerja aparat hukum rakyat sudah tau semua
comment,UgyqbVzttNomJmbLq-V4AaABAg,,"Sudah banyak yg bilang ini sebenarnya permasalahan sepele,  yah dari sini kita tau lah gimana penegak hukum negeri atlantis ini bertindak"
comment,Ugwi3HnikV_eM-lkrgt4AaABAg,,Tajaan berulang ulang membosankan kan
comment,UgxWPMS3y0Nr4nRWqA14AaABAg,,Kita berharf roy cs bisa seperti nur sugu n bbg.menuju pordeo dapur tak ber asap.nah itu seru yng ngaku idepen.
comment,Ugy5vPO_fwlc14lAbxV4AaABAg,,"Salah lawan aja roy cs, ininraja JAWA ingat itu, mampus kan"
comment,Ugy-sfodlA7kwzOvSoV4AaABAg,,Roy surya mulai panik
comment,UgxsE_q4sg2heJCyu7x4AaABAg,,Ijazah Mulyono katanya mau diliatin di pengadilan..nyatanya di persidangan solo ga di liatin ko
comment,UgwNc7UR1QcgkvX2WVR4AaABAg,,"Saya yang tidak sekolah tinggi aja tau bahwa Roy Suryo CS ini sangat licik omongannya.<br>Seolah dia lebih hebat dr Labfor Bareskim yang sudah pengalaman puluhan tahun, sehingga serta merta dia katakan hasil Bareskim meragukan. Taoi anehnya disisi lain mereka tetap juga melapor ke polisi, padahal mereka sendiri tidak percaya polisi."
comment,UgxfOcaVGCha0raZWOx4AaABAg,,Jokohong tukang bohong
comment,UgzavbivV9bLzLxg9Gh4AaABAg,,Panci puad pyasin ketwa ketawa.  Bebtar lagi mukanyablesu karena masyk bui. Jadinkalau masuk bui lagi. Ini masuk yg kebsrapa ya?
comment,UgwtgzTrzk-EdMprWmR4AaABAg,,Enak si roy panci tunjukan ijazah y selesai.. Supaya tidak masuk penjara😂😂😂😂😂.. Ini jowoki bos..jadi apa yang kamu lakukan harus berani di pertanggung jawab kan. Saya hanya mengingatkan untuk roy cs.. Nanti saat pake baju oren jangan lupa bawa panci supaya bisa ngopi bareng-bareng😂😂😂😂
comment,Ugxebv-BnsM_MfrqZwp4AaABAg,,"Gila bgt emang roy suryo terlepas dari kelihaian keilmuan nya,dia juga konsisten atas tindakan dan mentalitas ,dia sering menghadiri acara acara TV dihari yg sama dan jam yg saling berdempet ,meskipun saya kira mungkin dia merasa lelah ,dia lakukan sebagi bentuk pertanggungjawaban hanya untuk menyuarakan hal yg sama berulang kali,patut diacungi jempol,,,,salute  💫"
reply,Ugxebv-BnsM_MfrqZwp4AaABAg.AITnMfFKOVnAIU2EtjbYOt,Ugxebv-BnsM_MfrqZwp4AaABAg,👍👍👍👍👍😎💪💪💪🥰
reply,Ugxebv-BnsM_MfrqZwp4AaABAg.AITnMfFKOVnAIU6AdeJrw8,Ugxebv-BnsM_MfrqZwp4AaABAg,😅 orang aneh... moga aja baju orange.. ksana kamri cuma cari pembelaan.. dgan ketakutan. Kok di salutin 😂😂😂😂
reply,Ugxebv-BnsM_MfrqZwp4AaABAg.AITnMfFKOVnAIUEmhvDIY8,Ugxebv-BnsM_MfrqZwp4AaABAg,Di acungi Jempol untk kebodohannya.  Sprti bambang tri dan suginur yg jdi kambing hitam egi durjana 😊😅😅😅
reply,Ugxebv-BnsM_MfrqZwp4AaABAg.AITnMfFKOVnAIUMCYwOqRU,Ugxebv-BnsM_MfrqZwp4AaABAg,Konsisten tidak punya malu😅😅😅😅
reply,Ugxebv-BnsM_MfrqZwp4AaABAg.AITnMfFKOVnAIUOS3E1lr4,Ugxebv-BnsM_MfrqZwp4AaABAg,"wkwkwk... korban Egi sujana selanjutnya.,. 😂😂"
comment,UgyRzxmCBg3-MFnBE4l4AaABAg,,"adili kapolri, tp kemana ?"
comment,Ugx0a-fbot43UOjNIAJ4AaABAg,,Bahan ujian warga +62 biar naik iQ. Kereen yg ngerancang iniii 🎉🎉
comment,UgxrDNjlOF7NmqKmbEJ4AaABAg,,"Siapapun manusia nya, Mudah-mudahan lama dipenjara karena sudah bikin kekacauan yang seharusnya kekacauan ini tidak terjadi... Aamiin ya rabbal alamiin..."
comment,UgwnDSViL04GMGGdveV4AaABAg,,Berjuang sampai titik darah penghabisan mas Roy Suryo
comment,Ugwyft06SLtTCUYHtDB4AaABAg,,Makin ditutup tutupi makin saya percaya roy suryo cs
comment,Ugzr3zovKzI8L9nEcVR4AaABAg,,Siap2 Roi panci membusuk dpenjara
comment,Ugw9X8ROXuN45MlM0Eh4AaABAg,,Memang kadang² hidup ini penuh sandiwara😇
comment,UgzIu6iFx2MzubWOlOl4AaABAg,,kok kesan.nya sombong roy suryo ini ya cara bicaranya
comment,UgyNq1TdIYDest57q4p4AaABAg,,"Setuju identik belum tentu otentik. Tp kalau ada yg palsu pasti ada yg asli donk. Nah yg teriak palsu harusnya punya yg asli donk. Yok pak Roy Suryo, Saya dukung anda cari ijazah Asli lulusan UGM Fakultas Kehutanan lulusan November 85. Yok semangat yok. Itu satu2nya cara anda tidak jadi masuk Bui."
comment,Ugy_Z7uKK2aN4vP2OuZ4AaABAg,,Si roy mah uda takut...tuman Lu masuk penjara...😂😂😂😂
comment,UgxZHIDDw2_eyYmOZ114AaABAg,,Kebenaran bersama Mas Roy dkk. Tetap semangat Mas Roy
comment,UgwncJxQRvwMahzIZ7p4AaABAg,,Lucuaja sih melihat si roy bisa ketawa cengar cengir tapi pasti dalam hati nya tau konsekuensi nya😂 dia tau dia faham kalau dia salah😂 tapi dia gengsi buat ngaku salah😂 maju kena mundur kena😂 hahaha
comment,UgyCe7jDqDWu_NPdMup4AaABAg,,Indentik dgn data kongkalikong
comment,UgxbINr0IaSko5ctep14AaABAg,,Yg jelas penjarakan pembuat² gaduh negara.
comment,UgxKYaI4xkqoH6VKETV4AaABAg,,Palsu palsu palsy
comment,UgzWRfQYzzFM9T15QFx4AaABAg,,Pak Susno jadi pro  😂😂😂
reply,UgzWRfQYzzFM9T15QFx4AaABAg.AITlqdkUGUTAIToN2JgGdl,UgzWRfQYzzFM9T15QFx4AaABAg,Jo 😂
comment,UgyzCwPuH-s7SJl07_p4AaABAg,,Asli ijazahnya ternyata ...kukira keterangan bang roy cs akan menang ..
comment,UgxgGyRDn3PVG2pkin54AaABAg,,Roy Suryo memang orang yang gak tau malu.
comment,Ugwxze23F9W2Hc2MsU14AaABAg,,"Akan ada babak baru, sekarang pemeran utamanya adalah Roy CS😂😂😂😂😂😂😂😂😂😂🙃🙃😂🙃🙃🙃🙃"
comment,UgxqTFOyuO-FiCz9MJ54AaABAg,,Sudah ku duga😂
comment,UgzrrevkUISH1JAGKUl4AaABAg,,😂😂😂😂😂😂 josss royyy
comment,UgzPICrRHWoJ3EqcvR94AaABAg,,ilmu pengetahuan bukan berarti terus menggiring opini yg merugikan salah satu pihak..
comment,UgwuAo-1ryOsfWgeLuB4AaABAg,,"Bener kta pak susno,klu dak salah jagan takut,tpi roi pancu dah ketakutan tu sampai&quot; minta bantuan komnasham,roi&quot; maka klu ngomong tu jangan asal mangap"
comment,Ugy6UkuauIvJeTw6SCZ4AaABAg,,yang ngikutin kasus ini tapi tidak berpihak ke kubu manapun mana jempolnya?
reply,Ugy6UkuauIvJeTw6SCZ4AaABAg.AITlFwI34awAITuhaMC1mf,Ugy6UkuauIvJeTw6SCZ4AaABAg,Kubu miyabi
reply,Ugy6UkuauIvJeTw6SCZ4AaABAg.AITlFwI34awAIULJZa4U3l,Ugy6UkuauIvJeTw6SCZ4AaABAg,KALAU BEGITU GAK PUNYA PENDIRIAN MENOS AKAL SEHATNYA (BE SMART ❤)
reply,Ugy6UkuauIvJeTw6SCZ4AaABAg.AITlFwI34awAIUNmh0tcR2,Ugy6UkuauIvJeTw6SCZ4AaABAg,​@@MayaMatali-wk7dm sehat ko kalah 😂😂😂
reply,Ugy6UkuauIvJeTw6SCZ4AaABAg.AITlFwI34awAIUV8I60ARA,Ugy6UkuauIvJeTw6SCZ4AaABAg,SAYA KUBU RAKYAT WARAS YA TENTU SAJA KUBU ROY SURYO
reply,Ugy6UkuauIvJeTw6SCZ4AaABAg.AITlFwI34awAIUXy_KwSa9,Ugy6UkuauIvJeTw6SCZ4AaABAg,Yg merasa penyembah Aksi Kibul mengibul silahkan mendukung raja Kibul... 😂😂<br>Yg males mikir dan hobi kemunafikan silahkan merapat ke kubu Gorong Gorong <br>😂😂😂
comment,Ugy2e2RcPBo8SdvQ3GZ4AaABAg,,Stateman Bu.mega logis tunjukan ijasah selesai
comment,UgxBQk-BlZpKSmIjx9t4AaABAg,,Udah bukan lagi asli atau palsu. Tapi harus komprehensif. Proses
comment,UgztBnztc70RVn5CQ9t4AaABAg,,Maju tak gentar mas Roy... Upin dg ipin jg identik kok... 😅
comment,UgwEGJKkpx-xs4QRh0B4AaABAg,,"Ingat putusan MK, yg buat keputusan melanggar etik, begitupun mslh ijazah, putusan  tetap sah....secara UU"
comment,UgyoUdqoX-Ws8qX8yz54AaABAg,,Rakyat vs police
comment,UgxtQ8KqjQ7Bw2YZq7R4AaABAg,,"Ada sedikit kekeliruan / kekurangan di kasus ini, yakni terminologi asli atau palsu, yakni satu lagi yakni asli tapi palsu alias aspal.<br>Jadi melihat temuan dan tes yang dilakukan kubu Roy Suryo Cs ijasah nya asli tapi palsu alias aspal. Yang mengeluarkan UGM sebagai institusi resmi kepada seseorang yang tidak berhak mendapatkan ijazah karena tidak memenuhi syarat dan ketentuan"
comment,Ugz4mHs_zA39-Ku2UqF4AaABAg,,Pak roy..jgn kasih kendor. Gas terus....mainkan terus.. meski ijazahnya asli.. buatlah itu menjadi palsu dengan segala cara..pokoknya buat itu palsu pak roy...jgn kasih kendor..ingat pak roy..dulu anda dipenjara karena kasus meme stupa candi Borobudur.  Balas dendam pak roy...kasih paham 😂 biarpun asli..goreng terus menjadi palsuu😂
comment,UgwAl5Gy_d8lwZUWZox4AaABAg,,Pembawa acara nya perlu belajar
comment,UgyAey3L3hV3iAsXVER4AaABAg,,Pembawa acara nya perlu belajar
comment,Ugxbq_XrDIYLj_Dw33t4AaABAg,,"kok susah nunjukan yang asli...ada apa gerangan?<br>pak susno dulu dipuja2 netral kasus vina, sekarang kok kurang logis ya..."
comment,UgyhQvCUIJ4OnHxke_14AaABAg,,"YANG BIKIN GADUH IYA YANG PUNYA IZAJAH, APA SALAH NYA MEMPERLIHATKAN IZAJAH NYA?????"
comment,Ugy-dtdaI68E01O4qO14AaABAg,,"Yakob brtanya : &quot;Apkh kalau ditunjukkan ke publik bakal selesai..?&quot; Ya tentunya tidak, ditunjukkan ijazah tsb ke publik, supaya ad transparansi, akan ad bnyk pihak yg meneliti, tentunya akan dikomparasi metode dan hasil penelitian mereka satu sama lain, sehingga akan didapatkan sebuah kesimpulan.. Kalau tdk terbuka, smpai kapan pun akan menjadi sebuah tanda tanya.. <br><br>Kalau benar2 ingin mencari &quot;kebenaran&quot;, ya duduk bersama, teliti dan periksa objek tsb bersama2, jgn cuma dr kedua belah pihak sj, tp hadirkan pihak ke tiga sbg pihak yg netral.. Kemudian publikasikan bersama2.."
comment,Ugyg91IcLVdA0o_VKU54AaABAg,,Please jangan bawa2 masyarakat Indonesia 🇮🇩 kerna saya Indonesia and saya tidak mau negara saya di peach belahkan hanya kerna stupid thing like this!!!
comment,Ugz4WHY7S6TyatpTpSR4AaABAg,,"Penelitian yg dilakukan roy dan rismon menggunakan elektronik,ada dugaan roy me rubah2 data yg diteliti sehingga terlihat benar,lalu disiarkan ke publik sehingga gaduh,jika nanti adu data di pengadilan  atau di tingkat penyidikan tidak ditemukan unsur2 merubah dengan lektronik ,maka pasal yg di UU ITE tidak bisa dikenakan,tapi bilah ada unsur2 merubah data,maka roy bisa dikenakan pasal UU ITE tersebut"
comment,UgzC66Vvv5DT0N5Nj3x4AaABAg,,Gus dur : bangsa ini penakut..! Karna tidak berani dan tidak mau bertindak ( menghukum) kepada yang bersalah
comment,Ugxvn0MlDX_MedQ6Nb54AaABAg,,"sebenarnya yg jadi pertanyaan itu apakah benar ijazah tersebut keluar di saat yg sama dengan tanggal keluar ijazah yg seharusnya, jika ijazah tersebut tidak di keluarkan di tgl yg seharusnya walaupun itu di keluarkan oleh lembaga perkuliahan tersebut mungkin bagi mas roy itulah yg di bilang aspal, ijazahnya asli di perguruan tinggi, tapi keluarnya kemungkinan di beberapa tahun belakang untuk kepentingan tertentu makanya di minta sampai uji kertas karbon segala"
reply,Ugxvn0MlDX_MedQ6Nb54AaABAg.AITkCtebWCKAITkotiA4_0,Ugxvn0MlDX_MedQ6Nb54AaABAg,"Kalau mau uji karbon kan harus diuji semua yg lulus bersamaan,tapi misalkan ijasah pernah hilang atau rusak dan di bikin yg baru tidak pada thn yg sama kan tidak masalah yg penting UGM yg terbitkan,seperti kalau kita kehilangan stnk ,kita lapor polisi dicek sama polisi datanya dan benar ,maka kita akan diberi stnk baru,biasanya setelah yg baru keluar ,bukti laporan bisa hilang krn kita merasa gak perlu lagi disimpan"
reply,Ugxvn0MlDX_MedQ6Nb54AaABAg.AITkCtebWCKAITlTcV_7Bm,Ugxvn0MlDX_MedQ6Nb54AaABAg,"Sebetulnya membuktikan palsu atau tidak gak perlu sampai uji2 karbon ,itukan memang mereka sedang cari2 masalah atau memang ijasah jkw pernah rusak atau hilang ditahun yg berbeda,dan ada orang dlm ugm yg kerja sama dan lapor kpd roy cs,makanya mereka begitu yakin hrs uji karbon"
reply,Ugxvn0MlDX_MedQ6Nb54AaABAg.AITkCtebWCKAITlV043LmD,Ugxvn0MlDX_MedQ6Nb54AaABAg,"​@@johanprasetya9892nah itu lah yg diminta bang, tapi selama ini kan keinginan itu kayak di belokan sama tim lawannya, padahal tinggal kasih aja semua ijazah teman2 yg lain, cek semuanya, klo ternyata terbukti, nah itu lah yg dimaksud komplotan2 besar 😅"
reply,Ugxvn0MlDX_MedQ6Nb54AaABAg.AITkCtebWCKAITnwtuL5sX,Ugxvn0MlDX_MedQ6Nb54AaABAg,"​@@johanprasetya9892setau saya ijasah yg hilang itu gak bisa diganti dgn ijasah yg baru,..<br>bisa nya cuma smcam surat kererangan yg sah dr lmbaga pndidikan bhwa yg bersangkutan jd alumni yg lulus secara sah dan ada keterangan ijasahnya hilang/rusak/dll<br>Maaf koreksi kalo salah"
comment,UgwXyvGetBxANebYyRJ4AaABAg,,Mas Roy....  teruslah berjuang...<br>IJAZAH  GHOIB
comment,Ugw7Qi1EWzsMKY9rhSp4AaABAg,,Banyak orang pinter sekarang ..tp yg ngerti dan paham sekarang udah jarang🙏🙏🙏
comment,UgwxER1Rp8SNUnISItZ4AaABAg,,para pengangguran politik sedang mencari nafkah dari memfitnah org yg selalu viral apapun berita nya lumayan bayaran dri panggilan TV TV.
comment,Ugz0W5vlY-N-v0Vd6y14AaABAg,,LANJUTKAN BANG ROY BERSAMA BUNG RISMON S DAN KAWAN LAINNYA TUK MENJADIKAN PUBLIK/MASYRAKT TERCERAH DQN RASIONQL SECARA TERBUKA SESUAI  ILMU ANDA BERSAMA KAWANNYA DGN BENAR...
comment,Ugz5gqCyvx4125DY2hB4AaABAg,,"Ini hanya karena iri, dimana semua kel. pak Joko Widodo diterima masyarakat. Gibran, Boby Nasution, pilpres dan pilkada menang, sedangkan Roy Suryo apa hanya ngawur doang dan membuat gadu."
comment,UgxmtBVcGRw9Clyu2mp4AaABAg,,kalau takut di fitnah tunjukan ijazah nya ..gitu aja kok repot...kami tidak percya dgn penyidik titik
comment,UgzZdSCOIdQVWVbr2MZ4AaABAg,,"Rosurya nenyombongkn diri bahwa dia pakar telematik, netizen ingat bahwa .gelar tidak  sebanding dengan kerja keras, gelar menyombongkan diri setinggi gunung, tapi kerja keras  meruntuhkn cuman 1 detik........."
comment,Ugz16YmRUrpxFVLsoqR4AaABAg,,"Kamu itu loh siapa, kyk orng waras aja, roy panci hanya sbagae sampah yg membikin gaduh negara, penjarakan dia agar ada evek jera"
comment,UgyT5V5F13NIWER1TFB4AaABAg,,Semoga hakim lebih teliti jangan ada dusta lagi
comment,UgwRDoPQITFZt4QUFeB4AaABAg,,Semangat terus bang Roy suryo cs lawan k terus kepalsuan
comment,UgxfIk_ZeQCUm7ELgRV4AaABAg,,"Kesalahan roy cs adalah lapornya ke ladusing, harusnya lapor ke pemadam lebih independen"
comment,UgzEHXI7LmSYm6EA9vh4AaABAg,,Kalau Bareskrim yakin asli tentunya tidak takut dan mempersilahkan di analisa pihak lain yg independen .......
comment,UgwCB7hxTyi4HRo7GRx4AaABAg,,Maju terus roy cs rakyat mendukung dan mendoakan
reply,UgwCB7hxTyi4HRo7GRx4AaABAg.AITjXGwg0FxAITm4z6MhcU,UgwCB7hxTyi4HRo7GRx4AaABAg,"@FikriLubis,gk usah bawa² rakyat.hny org HTI Cs saja yg dukung Si Roy pembuat gaduh.penjarakan Roy cs."
reply,UgwCB7hxTyi4HRo7GRx4AaABAg.AITjXGwg0FxAITnHe5Qz7K,UgwCB7hxTyi4HRo7GRx4AaABAg,Rakyat yang mana apa yang 24 sama yang 16 itu itu bukan mengatasnamakan rakyat tapi mengatasnamakan kelompok mereka sendiri kenapa begitu ada skema besar yang dibuat mereka nanti soalnya ini 80% bukan untuk rakyat tapi untuk kepentingan beberapa pihak mulai dari sakit hati dendam benci beberapa pihak ini jadi mereka mau sampai begini ya paling besarnya ada skema yang lain juga<br><br>Kalau memang ada rakyat yang asli yang mau tahu itu mungkin cuma 25% atau bahkan lebih kecil daripada itu kenapa mereka itu mau bertanya ya karena mereka sudah terdoktrin beberapa pihak ini
comment,UgwGQtkpvARUkp254NF4AaABAg,,Allah Azza wa jala.. engkay maha tau dan maha mendengar siapa yang salah berikan ganjaran yang setimpal.. terangkanlah dengan seterangnya agar bangsa ini jaya dan makmur..
comment,UgwxwxFdtkJGsA4cik14AaABAg,,"Masa pak Otto membela Jessica, saya bangga bermarga HASIBUAN, Tp skrg ada yg ber marga HASIBUAN Membela pembohong saya malu marga HASIBUAN."
reply,UgwxwxFdtkJGsA4cik14AaABAg.AITjNTiLutxAITtMFGnA0K,UgwxwxFdtkJGsA4cik14AaABAg,Beda order..selaku pengacara ya dia harus berusaha membela....kalau nuraninya bertentangan dengan apa yang di belanya ya bisa undur diri. Tapi habis ini tinggal kabur dari Indonesia aja...kan banyak duitnya.
reply,UgwxwxFdtkJGsA4cik14AaABAg.AITjNTiLutxAIU3PaKduyQ,UgwxwxFdtkJGsA4cik14AaABAg,bela pnci aja biar cpet masuk bui.mulut sdh terlalu lebar ngomong sana sini
comment,UgxmCM1_IrnOSuepbsR4AaABAg,,"Bagi saya ijazah bukan aib, tapi bagi mereka yang takut ijazah adalah aib"
comment,UgwXXq8UcOGM3osQ9Dp4AaABAg,,Roy PANCI TERTAWALAH SEPUASMU DULU. KARENA SEBENTAR LAGI KAMU AKAN MENDEKAM DI BUI... 😂😂
comment,UgwqG1RZcUOjZD760Uh4AaABAg,,Ladusing ternaknya mulyono..!!!!...
reply,UgwqG1RZcUOjZD760Uh4AaABAg.AITj9i1hcCKAIVBYphipBh,UgwqG1RZcUOjZD760Uh4AaABAg,"Kok tau ? Kasih bukti valid dong kalau ladusing ternak mulyono, atau jangan jangan anda peramal ya 🤣🤣"
comment,UgyZ_Z41ieyc75g-OA14AaABAg,,yakin setelah ditunjukan ijazah-nya bakal selesai??? nah itu jawaban si roy 😂😂
comment,UgyYsSwfyN9jViTHutB4AaABAg,,Maju terus mas.roy.cs.demi kebenearan semoga sehat terus
reply,UgyYsSwfyN9jViTHutB4AaABAg.AITj5MXTJ8GAIUYFA_Eusr,UgyYsSwfyN9jViTHutB4AaABAg,Demi kebenaran untuk apa bang??
reply,UgyYsSwfyN9jViTHutB4AaABAg.AITj5MXTJ8GAIUe5TrGH5U,UgyYsSwfyN9jViTHutB4AaABAg,"Tanpa bermaksud mengesampingkan case terkait Asli tidaknya terkait ijazah Pakde, dan Kasus Konstitusi si Paman atau kasus lain., Tapi inget, <br>menilai case jangan karena ikut&#39;2an atau sekedar suka-ga suka/dukung mendukung., <br><br>Terkait case ini.,  beneran deh untuk heboh awalnya gambaran gampangnya &quot;Sosok&#39;2 Mahkluk&#39;2 yang Sering/Suka Ber&#39;Masalah yang memang sering/Suka Mempermasalahkan yang diduga dianggapnya Ber&#39;Masalah...&quot;   walaupun Ahli sekalipun atau siapapun dia, tapi track recordnya jadi cerminan Karakter untuk tau tu dari sini Message&#39;nya Jelas bgt Niat&#39;nya koq., <br>Niat Ber&#39;Inisiatif Pembuktian secara berlebihan membabiButa Hanya untuk seorang tokoh Sejak Lama yang tidak diSukai., Merasa l Yakin, memanfaatkan moment, klaim, dapat Respon Publik dan mengatasnamakan &quot;semua masyarakat&quot;, lalu tinggal Cengengesan, <br>Tapi Sekali lagi Lupa., apa kabarnya track record &amp; karakter yang jadi maksud Mahkluk&#39;2 itu., <br>apa hubungannya, Ya track Recordnya Karakter Personalnya itu sendiri seperti yang dimaksud jelas jadi cerminan., Kebebasan itu bukan berarti Bebas yang kebablasan,bukan berarti ugal-ugalan, Klaim statement semua harus sesuai Versi kelompok Sosok&#39;2.., Semua tetap harus ada etika dan Adab apalagi klaim Publik menyudutkan secara Personal yang wajib dipertanggungjawabkan dengan jalur suka tidak suka/Percaya atau tidak percaya memang seperti itu, bukan koar-koar statement sana sini dapat respon tinggal cengengesan, seperti saat ga hafal lagu Indonesia raya, menyebarkan meme stupa, kasus Kemenpora...Hmmm..."
comment,UgxI3YcKV48hZZh9vtd4AaABAg,,"Sdh di minta pemgadilan ga pernah di kasih ijazah yg kata dia asli,sekali bohong tetap berbohong dan terus menerus berbohong sampai nanti di cabut nyawa baru nyesel"
comment,UgwuBbcoLVFqBd8UF214AaABAg,,Seharusnya DR. Rismon narasumbernya.
comment,Ugx-ozTnTPsE99bmgt54AaABAg,,Klo berani RS gugat sekaliam Polri...heran berani benar....ini bisa memberatkan nanti di persidangan....terang2an todak percaya dwngan hasil penyelidikan Bareskrim Polri....paarah
comment,Ugxeqx7miMvfSzRnFBN4AaABAg,,Semangat bung roy  membela kebenaran
comment,Ugy7QRLvedQCEiNCAvp4AaABAg,,"Pengacaranya ni gak punya otak kayaknya,kuliah digorong grong kayaknnya"
comment,UgxUGYjGO351OjI648N4AaABAg,,Muak liat tingkahnya RS
comment,UgxVEMaR5upJrTct3Bt4AaABAg,,Ugm printis 1
comment,UgzT9TrP0rzFXhwOt1x4AaABAg,,"Semakin rumit dan ribet terkait dengan ijazah yang diduga tidak asli, karena tidak ada transparansi, profesional dan independen dari polisi <br>Seharusnya masing-masing pihak diperiksa dan saling menguji <br>Semoga segera terbongkar kebenarannya supaya tidak tambah gaduh negeri"
comment,Ugzg_fuTGdKdOkiqIhV4AaABAg,,Roy suryo kenapa jadi takut sih..ahh mengecewakan pendukungmu aja
comment,Ugy0N-4iQIjgy31wg0d4AaABAg,,Dulu ug. Printis 1
comment,UgzN2IuW4hyjMhEvSOV4AaABAg,,"Kasian si yakub ..karena harus mati2an membela orang yg ijazah palsu ,dia keliatan bodoh .."
comment,Ugz98k1pggvDvBuJMMJ4AaABAg,,"RAJA SUNDA AKAN MUNCUL DENGAN KEJUJURAN, SEMUA AKAN DIROMBAK TOTAL DARI ATAS SMPAI BAWAH, SEHINGGA TERCIPTALAH INDONESIA JUJUR."
comment,UgyFaYriIydgoNcTJeN4AaABAg,,Semangat pak Roy s
comment,UgwYNo1HOiwK1iq46cN4AaABAg,,Penegak hukum negeri khanoha.....bayar....bayar...bayar...bayar...!!!..
comment,UgyaLbJDzIvD6Uhfty94AaABAg,,"Panik gak, panik gak?"
comment,Ugz9MlbSeZTilYUkzNJ4AaABAg,,"Ini kok pembawa acaranya ngga sabaran bgt mau kemana si mb, tunggu dl dong narasumber berbicara sampai selesai, jgn di sela2 terus"
comment,UgxXiWT2dviHjCjXSIl4AaABAg,,Ya Allah engkau maha tau dan maha kuasa tolong menangkan kebenaran dan tolong segera hancurkan binasa kan siapa pun yang munafik dan berbohong
comment,UgwquowctE4F9iymgAd4AaABAg,,kebenaran akan menemukan jalan.
comment,UgycvhWxAhYR2VxD8UN4AaABAg,,Saya heran ya kok ket susno duaji di acara dua arah kompas tv tdk lugas transparan seolah ragu utk berkata yg seharusnya dia katakan. Ada apa ini?
comment,UgyI6d_QalvNihAAmMZ4AaABAg,,Capek dech berulang2... tunggu pengadilan aja napa yak..<br>Ini orang2 juga nara sumber ga capek kah mulutnya?..<br>Bosan..
comment,UgyAhTmIuPHadh9UwEt4AaABAg,,Mc motong terus
comment,UgytvRQ-GNOuEIeteq54AaABAg,,Gak kering itu giginya Roy senyum terpaksa gitu😅🤣
comment,UgzGGoLkJeFCPzwdQtp4AaABAg,,Reques nabti di sel roy suryo dan tiffa sekamar ya..😂
